event,time,Cost,Duration,Email,Platform,Workspace,Owner,Segments
Outbound Calls,1765774800,1.981382,545.0 seconds,user45c@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1765774800,0.38564,240.0 seconds,user46a@mediumteam1.com,teams,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1765774800,0.307635,109.0 seconds,user46f@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1765774800,0.295318,64.0 seconds,user47c@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,
Outbound SMS,1765774800,0.130754,,user46f@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,4
Outbound SMS,1765774800,0.050101,,user47c@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,3
Outbound Calls,1765861200,0.854074,329.0 seconds,owner2@freelanceexpert1.com,pipedrive,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1765861200,2.475228,571.0 seconds,owner7@oneperson1.com,mobile,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1765861200,1.070176,241.0 seconds,owner14@personalbrand2.com,engagebay,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1765861200,0.407289,138.0 seconds,user45c@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1765861200,0.800667,214.0 seconds,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1765861200,0.730685,556.0 seconds,user46f@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1765861200,1.106038,343.0 seconds,user46f@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1765861200,0.351485,272.0 seconds,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1765861200,0.058668,,owner14@personalbrand2.com,make,PersonalBrand2,owner14@personalbrand2.com,4
Outbound SMS,1765861200,0.118878,,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,4
Outbound Calls,1765947600,0.513099,141.0 seconds,owner2@freelanceexpert1.com,web,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1765947600,0.847384,236.0 seconds,owner14@personalbrand2.com,mobile,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1765947600,0.068611,28.0 seconds,owner20@freelancepro2.com,mobile,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1765947600,0.649236,566.0 seconds,user32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1765947600,0.138687,132.0 seconds,user35@duoventure1.com,web,DuoVenture1,owner35@duoventure1.com,
Outbound Calls,1765947600,0.21121,116.0 seconds,owner36@startupduo2.com,mobile,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1765947600,0.709009,280.0 seconds,user39a@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1765947600,0.500275,163.0 seconds,owner40@threepersonteam1.com,teams,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1765947600,0.960829,400.0 seconds,user43a@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1765947600,0.683312,445.0 seconds,user43a@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1765947600,1.015819,419.0 seconds,user50c@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1765947600,0.057334,,user48g@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,3
Outbound SMS,1765947600,0.166823,,user50g@largerteam1.com,airtable,LargerTeam1,owner50@largerteam1.com,4
Outbound Calls,1766034000,0.469826,328.0 seconds,owner9@soloventure1.com,klaviyo,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1766034000,1.501227,356.0 seconds,owner14@personalbrand2.com,make,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1766034000,1.005392,530.0 seconds,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1766034000,1.538529,426.0 seconds,owner27@oneperson3.com,engagebay,OnePerson3,owner27@oneperson3.com,
Outbound Calls,1766034000,0.094864,51.0 seconds,user36@startupduo2.com,mobile,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1766034000,1.057403,467.0 seconds,user41a@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1766034000,1.191904,556.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1766034000,0.141921,77.0 seconds,owner42@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1766034000,2.04248,474.0 seconds,user50h@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1766034000,0.128411,,user36@startupduo2.com,mobile,StartupDuo2,owner36@startupduo2.com,3
Outbound SMS,1766034000,0.037826,,user48a@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,1
Outbound Calls,1766120400,1.884696,408.0 seconds,owner8@individualbiz1.com,mobile,IndividualBiz1,owner8@individualbiz1.com,
Outbound Calls,1766120400,1.225524,298.0 seconds,owner20@freelancepro2.com,mobile,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1766120400,0.435359,299.0 seconds,user40b@threepersonteam1.com,web,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1766120400,0.631641,204.0 seconds,user45c@growingstartup1.com,zapier,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1766120400,0.043101,,owner8@individualbiz1.com,web,IndividualBiz1,owner8@individualbiz1.com,4
Outbound SMS,1766120400,0.143439,,owner18@individualbiz2.com,web,IndividualBiz2,owner18@individualbiz2.com,3
Outbound SMS,1766120400,0.0454,,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,3
Outbound SMS,1766120400,0.092292,,owner41@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,3
Outbound SMS,1766120400,0.023984,,user50i@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,1
Outbound Calls,1766206800,0.356837,135.0 seconds,owner17@oneperson2.com,mobile,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1766206800,1.087911,556.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1766206800,0.666429,590.0 seconds,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1766206800,0.634692,573.0 seconds,user32@smallteam1.com,slack,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766206800,0.597173,211.0 seconds,owner33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1766206800,0.750379,182.0 seconds,user33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1766206800,0.546643,239.0 seconds,owner36@startupduo2.com,discord,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1766206800,0.302882,253.0 seconds,user39a@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1766206800,2.073564,495.0 seconds,user46d@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1766206800,0.987247,388.0 seconds,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1766293200,0.208873,65.0 seconds,owner10@freelancepro1.com,web,FreelancePro1,owner10@freelancepro1.com,
Outbound Calls,1766293200,2.030903,427.0 seconds,owner15@selfemployed2.com,mobile,SelfEmployed2,owner15@selfemployed2.com,
Outbound Calls,1766293200,1.842196,434.0 seconds,owner43@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1766293200,1.422038,516.0 seconds,user43b@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1766293200,0.118416,99.0 seconds,user46c@mediumteam1.com,nutshell,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1766293200,0.543333,425.0 seconds,owner47@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,
Outbound SMS,1766293200,0.149143,,owner29@soloventure3.com,mobile,SoloVenture3,owner29@soloventure3.com,3
Outbound SMS,1766293200,0.019439,,user45a@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,1
Outbound Calls,1766379600,0.384301,206.0 seconds,owner10@freelancepro1.com,freshsales,FreelancePro1,owner10@freelancepro1.com,
Outbound Calls,1766379600,0.450873,218.0 seconds,owner12@freelanceexpert2.com,web,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1766379600,0.798466,288.0 seconds,owner18@individualbiz2.com,web,IndividualBiz2,owner18@individualbiz2.com,
Outbound Calls,1766379600,0.529022,520.0 seconds,user41a@trioventure1.com,notion,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1766379600,1.210207,298.0 seconds,user42a@smallcorp1.com,close,SmallCorp1,owner42@smallcorp1.com,
Outbound SMS,1766379600,0.055168,,owner24@personalbrand3.com,web,PersonalBrand3,owner24@personalbrand3.com,2
Outbound SMS,1766379600,0.070977,,owner36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,2
Outbound Calls,1766466000,2.304644,536.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1766466000,1.433306,386.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1766466000,2.198435,592.0 seconds,owner41@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1766466000,0.1934,116.0 seconds,user45d@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1766466000,1.217458,299.0 seconds,user46f@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1766466000,0.829311,443.0 seconds,user50f@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1766466000,0.046071,,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,2
Outbound Calls,1766552400,1.697141,349.0 seconds,user32@smallteam1.com,trello,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766552400,1.054085,472.0 seconds,user36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1766552400,0.475058,189.0 seconds,owner38@twopersoncorp2.com,discord,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1766552400,2.433826,497.0 seconds,user49e@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1766552400,0.092879,,owner42@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,2
Outbound Calls,1766638800,1.204977,241.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1766638800,1.510716,526.0 seconds,owner28@individualbiz3.com,web,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1766638800,0.396601,97.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766638800,0.178908,55.0 seconds,user32@smallteam1.com,slack,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766638800,1.627375,572.0 seconds,user42a@smallcorp1.com,web,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1766638800,1.931825,395.0 seconds,owner43@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1766638800,2.610972,543.0 seconds,user49b@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1766638800,0.062575,,user49e@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,3
Outbound Calls,1766725200,1.315827,369.0 seconds,owner6@soloentrepreneur1.com,mobile,SoloEntrepreneur1,owner6@soloentrepreneur1.com,
Outbound Calls,1766725200,2.371192,587.0 seconds,owner19@soloventure2.com,asana,SoloVenture2,owner19@soloventure2.com,
Outbound Calls,1766725200,0.31039,258.0 seconds,owner27@oneperson3.com,engagebay,OnePerson3,owner27@oneperson3.com,
Outbound Calls,1766725200,0.837399,415.0 seconds,owner29@soloventure3.com,web,SoloVenture3,owner29@soloventure3.com,
Outbound Calls,1766725200,0.284631,183.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766725200,2.043214,506.0 seconds,user39a@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1766725200,2.532413,570.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound SMS,1766725200,0.046384,,owner11@soloconsultant2.com,web,SoloConsultant2,owner11@soloconsultant2.com,2
Outbound SMS,1766725200,0.14211,,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,3
Outbound SMS,1766725200,0.066684,,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1766811600,0.354216,251.0 seconds,owner19@soloventure2.com,web,SoloVenture2,owner19@soloventure2.com,
Outbound Calls,1766811600,0.746824,175.0 seconds,owner20@freelancepro2.com,mobile,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1766811600,0.915263,225.0 seconds,owner24@personalbrand3.com,mobile,PersonalBrand3,owner24@personalbrand3.com,
Outbound Calls,1766811600,0.811049,521.0 seconds,user32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766811600,1.740724,572.0 seconds,user33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1766811600,0.252687,99.0 seconds,user39a@triostartup1.com,web,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1766811600,2.249075,545.0 seconds,user39a@triostartup1.com,web,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1766811600,0.201484,101.0 seconds,user45c@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1766811600,0.122,106.0 seconds,user45d@growingstartup1.com,zoho,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1766811600,0.786789,193.0 seconds,user46c@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1766811600,1.308297,351.0 seconds,user48c@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,
Outbound SMS,1766811600,0.068565,,owner13@independentsales2.com,mobile,IndependentSales2,owner13@independentsales2.com,2
Outbound SMS,1766811600,0.090269,,owner32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,4
Outbound SMS,1766811600,0.027759,,user38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,2
Outbound SMS,1766811600,0.079301,,user47b@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,3
Outbound Calls,1766898000,0.310768,112.0 seconds,owner13@independentsales2.com,web,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1766898000,0.624652,457.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1766898000,0.68557,156.0 seconds,owner23@independentsales3.com,web,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1766898000,0.176382,139.0 seconds,owner23@independentsales3.com,freshsales,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1766898000,0.448735,121.0 seconds,user32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766898000,0.355064,353.0 seconds,owner36@startupduo2.com,zoho,StartupDuo2,owner36@startupduo2.com,
Outbound SMS,1766898000,0.017854,,owner50@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,1
Outbound SMS,1766898000,0.093271,,user50f@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1766984400,0.105396,56.0 seconds,owner18@individualbiz2.com,mobile,IndividualBiz2,owner18@individualbiz2.com,
Outbound Calls,1766984400,0.052321,13.0 seconds,owner30@freelancepro3.com,web,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1766984400,1.91936,458.0 seconds,user32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766984400,1.0185,361.0 seconds,user32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766984400,0.171682,78.0 seconds,user32@smallteam1.com,trello,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1766984400,1.164528,284.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1766984400,0.219741,161.0 seconds,user36@startupduo2.com,mobile,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1766984400,1.341212,552.0 seconds,user37@smallteam2.com,mobile,SmallTeam2,owner37@smallteam2.com,
Outbound SMS,1766984400,0.084425,,owner24@personalbrand3.com,mobile,PersonalBrand3,owner24@personalbrand3.com,3
Outbound SMS,1766984400,0.166385,,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,4
Outbound SMS,1766984400,0.098383,,owner46@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,2
Outbound Calls,1767070800,0.453492,384.0 seconds,owner25@selfemployed3.com,mobile,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1767070800,1.163359,466.0 seconds,user32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1767070800,1.085299,434.0 seconds,user33@twopersoncorp1.com,mobile,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1767070800,0.464212,345.0 seconds,owner36@startupduo2.com,mobile,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1767070800,2.290278,477.0 seconds,user41a@trioventure1.com,notion,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1767070800,0.688732,473.0 seconds,user41a@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1767070800,0.682663,245.0 seconds,user43b@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1767070800,0.857622,220.0 seconds,user46e@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1767070800,2.255357,580.0 seconds,user50b@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1767070800,0.134753,,user32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,4
Outbound SMS,1767070800,0.056487,,user45c@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,3
Outbound SMS,1767070800,0.0687,,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,4
Outbound SMS,1767070800,0.18082,,user50c@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,4
Outbound SMS,1767070800,0.166563,,user50g@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,4
Outbound Calls,1767157200,1.089262,461.0 seconds,owner10@freelancepro1.com,mobile,FreelancePro1,owner10@freelancepro1.com,
Outbound Calls,1767157200,2.013237,422.0 seconds,owner11@soloconsultant2.com,mobile,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1767157200,0.979155,529.0 seconds,owner17@oneperson2.com,web,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1767157200,2.179014,470.0 seconds,owner19@soloventure2.com,activecampaign,SoloVenture2,owner19@soloventure2.com,
Outbound Calls,1767157200,0.848036,301.0 seconds,owner28@individualbiz3.com,activecampaign,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1767157200,0.650882,189.0 seconds,owner28@individualbiz3.com,salesmate,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1767157200,1.46117,518.0 seconds,user35@duoventure1.com,web,DuoVenture1,owner35@duoventure1.com,
